Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NC_000962.3	2423240	2424838		minus	PE-PGRS family protein PE_PGRS38	PE_PGRS38	887300	protein-coding			YP_177865.1	PE-PGRS family protein PE_PGRS38	532	Rv2162c
NC_000962.3	2425048	2427087		minus	penicillin-binding membrane protein PbpB	pbpB	887949	protein-coding			NP_216679.1	penicillin-binding membrane protein PbpB	679	Rv2163c
NC_000962.3	2427084	2428238		minus	hypothetical protein		887217	protein-coding			NP_216680.1	hypothetical protein	384	Rv2164c
NC_000962.3	2428235	2429425		minus	rRNA small subunit methyltransferase H		888462	protein-coding			NP_216681.4	rRNA small subunit methyltransferase H	396	Rv2165c
NC_000962.3	2429427	2429858		minus	transcriptional regulator MraZ		888261	protein-coding			NP_216682.1	transcriptional regulator MraZ	143	Rv2166c
NC_000962.3	2431565	2431969		minus	transmembrane protein		888257	protein-coding			NP_216685.1	transmembrane protein	134	Rv2169c
NC_000962.3	2432235	2432855		plus	GCN5-like N-acetyltransferase		888170	protein-coding			NP_216686.1	GCN5-like N-acetyltransferase	206	Rv2170
NC_000962.3	2432951	2433634		plus	lipoprotein LppM	lppM	887522	protein-coding			NP_216687.1	lipoprotein LppM	227	Rv2171
NC_000962.3	2433631	2434536		minus	hypothetical protein		888147	protein-coding			NP_216688.1	hypothetical protein	301	Rv2172c
NC_000962.3	2434847	2435905		plus	geranylgeranyl pyrophosphate synthetase IdsA	idsA2	888334	protein-coding			NP_216689.1	geranylgeranyl pyrophosphate synthetase IdsA	352	Rv2173
NC_000962.3	2435909	2437459		plus	alpha(1->6)-mannopyranosyltransferase A	mptA	887528	protein-coding			NP_216690.1	alpha(1->6)-mannopyranosyltransferase A	516	Rv2174
NC_000962.3	2437446	2437886		minus	DNA-binding protein		887852	protein-coding			NP_216691.1	DNA-binding protein	146	Rv2175c
NC_000962.3	2437941	2439140		plus	serine/threonine-protein kinase PknL	pknL	888340	protein-coding			NP_216692.1	serine/threonine-protein kinase PknL	399	Rv2176
NC_000962.3	2439282	2439947		minus	transposase		888326	protein-coding			NP_216693.1	transposase	221	Rv2177c
NC_000962.3	2440332	2441720		minus	phospho-2-dehydro-3-deoxyheptonate aldolase AroG	aroG	888309	protein-coding			NP_216694.1	phospho-2-dehydro-3-deoxyheptonate aldolase AroG	462	Rv2178c
NC_000962.3	2441811	2442317		minus	3'-5' exoribonuclease		887927	protein-coding			NP_216695.1	3'-5' exoribonuclease	168	Rv2179c
NC_000962.3	2442327	2443214		minus	integral membrane protein		887954	protein-coding			NP_216696.1	integral membrane protein	295	Rv2180c
NC_000962.3	2443302	2444585		plus	alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase		888269	protein-coding			NP_216697.1	alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase	427	Rv2181
NC_000962.3	2444586	2445329		minus	1-acylglycerol-3-phosphate O-acyltransferase		888625	protein-coding			NP_216698.1	1-acylglycerol-3-phosphate O-acyltransferase	247	Rv2182c
NC_000962.3	2445415	2445810		minus	hypothetical protein		887650	protein-coding			NP_216699.1	hypothetical protein	131	Rv2183c
NC_000962.3	2445807	2446946		minus	hypothetical protein		888152	protein-coding			NP_216700.1	hypothetical protein	379	Rv2184c
NC_000962.3	2447066	2447500		minus	hypothetical protein	TB16.3	887239	protein-coding			NP_216701.1	hypothetical protein	144	Rv2185c
NC_000962.3	2447605	2447994		minus	hypothetical protein		887347	protein-coding			NP_216702.1	hypothetical protein	129	Rv2186c
NC_000962.3	2448160	2449962		plus	long-chain-fatty-acid--CoA ligase FadD15	fadD15	887456	protein-coding			NP_216703.1	long-chain-fatty-acid--CoA ligase FadD15	600	Rv2187
NC_000962.3	2449993	2451150		minus	alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	pimB	887278	protein-coding			NP_216704.2	alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	385	Rv2188c
NC_000962.3	2451247	2452020		minus	hypothetical protein		887575	protein-coding			NP_216705.1	hypothetical protein	257	Rv2189c
NC_000962.3	2452115	2453272		minus	endopeptidase		888670	protein-coding			NP_216706.1	endopeptidase	385	Rv2190c
NC_000962.3	2453819	2455756		plus	hypothetical protein		887265	protein-coding			NP_216707.1	hypothetical protein	645	Rv2191
NC_000962.3	2455631	2456743		minus	anthranilate phosphoribosyltransferase	trpD	887681	protein-coding			NP_216708.1	anthranilate phosphoribosyltransferase	370	Rv2192c
NC_000962.3	2456901	2457512		plus	cytochrome C oxidase subunit III	ctaE	887425	protein-coding			NP_216709.1	cytochrome C oxidase subunit III	203	Rv2193
NC_000962.3	2457553	2458395		plus	ubiquinol-cytochrome C reductase cytochrome subunit C	qcrC	888737	protein-coding			NP_216710.1	ubiquinol-cytochrome C reductase cytochrome subunit C	280	Rv2194
NC_000962.3	2458392	2459681		plus	ubiquinol-cytochrome C reductase rieske iron-sulfur subunit	qcrA	888420	protein-coding			NP_216711.1	ubiquinol-cytochrome C reductase rieske iron-sulfur subunit	429	Rv2195
NC_000962.3	2459678	2461327		plus	ubiquinol-cytochrome C reductase cytochrome subunit B	qcrB	887400	protein-coding			NP_216712.1	ubiquinol-cytochrome C reductase cytochrome subunit B	549	Rv2196
NC_000962.3	2461504	2462148		minus	transmembrane protein		887213	protein-coding			NP_216713.1	transmembrane protein	214	Rv2197c
NC_000962.3	2462148	2463047		minus	membrane protein MmpS3	mmpS3	887471	protein-coding			NP_216714.1	membrane protein MmpS3	299	Rv2198c
NC_000962.3	2463233	2463652		minus	cytochrome c oxidase polypeptide 4		888692	protein-coding			NP_216715.1	cytochrome c oxidase polypeptide 4	139	Rv2199c
NC_000962.3	2463660	2464751		minus	cytochrome C oxidase subunit II	ctaC	888799	protein-coding			NP_216716.1	cytochrome C oxidase subunit II	363	Rv2200c
NC_000962.3	2464997	2466955		plus	asparagine synthetase	asnB	888472	protein-coding			NP_216717.1	asparagine synthetase	652	Rv2201
NC_000962.3	2467053	2468027		minus	adenosine kinase	adoK	888551	protein-coding			NP_216718.1	adenosine kinase	324	Rv2202c
NC_000962.3	2468231	2468923		plus	membrane protein		888318	protein-coding			NP_216719.1	membrane protein	230	Rv2203
NC_000962.3	2468931	2469287		minus	hypothetical protein		888428	protein-coding			NP_216720.1	hypothetical protein	118	Rv2204c
NC_000962.3	2469387	2470463		minus	hypothetical protein		887277	protein-coding			NP_216721.2	hypothetical protein	358	Rv2205c
NC_000962.3	2470622	2471332		plus	transmembrane protein		888107	protein-coding			NP_216722.2	transmembrane protein	236	Rv2206
NC_000962.3	2471411	2472496		plus	nicotinate-nucleotide-dimethylbenzimidazol phosphoribosyltransferase	cobT	887781	protein-coding			NP_216723.1	nicotinate-nucleotide-dimethylbenzimidazol phosphoribosyltransferase	361	Rv2207
NC_000962.3	2472493	2473242		plus	adenosylcobinamide-GDP ribazoletransferase	cobS	887572	protein-coding			NP_216724.1	adenosylcobinamide-GDP ribazoletransferase	249	Rv2208
NC_000962.3	2473400	2474938		plus	integral membrane protein		887230	protein-coding			NP_216725.1	integral membrane protein	512	Rv2209
NC_000962.3	2474864	2475970		minus	branched-chain amino acid aminotransferase	ilvE	888352	protein-coding			NP_216726.1	branched-chain amino acid aminotransferase	368	Rv2210c
NC_000962.3	2476042	2477181		minus	aminomethyltransferase	gcvT	887233	protein-coding			NP_216727.1	aminomethyltransferase	379	Rv2211c
NC_000962.3	2477190	2478326		plus	adenylyl cyclase		887979	protein-coding			NP_216728.1	adenylyl cyclase	378	Rv2212
NC_000962.3	2478338	2479885		plus	cytosol aminopeptidase	pepB	888105	protein-coding			NP_216729.1	cytosol aminopeptidase	515	Rv2213
NC_000962.3	2479923	2481701		minus	oxidoreductase EphD	ephD	887472	protein-coding			NP_216730.1	oxidoreductase EphD	592	Rv2214c
NC_000962.3	2481965	2483626		plus	pyruvate dehydrogenase E2 component dihydrolipoamide acyltransferase	dlaT	888777	protein-coding			NP_216731.1	pyruvate dehydrogenase E2 component dihydrolipoamide acyltransferase	553	Rv2215
NC_000962.3	2483626	2484531		plus	epimerase family protein		887640	protein-coding			NP_216732.1	epimerase family protein	301	Rv2216
NC_000962.3	2484584	2485276		plus	octanoyltransferase	lipB	887626	protein-coding			NP_216733.1	octanoyltransferase	230	Rv2217
NC_000962.3	2485273	2486208		plus	lipoyl synthase	lipA	887922	protein-coding			NP_216734.1	lipoyl synthase	311	Rv2218
NC_000962.3	2486235	2486987		plus	transmembrane protein		888380	protein-coding			NP_216735.1	transmembrane protein	250	Rv2219
NC_000962.3	2486994	2487416		minus	membrane protein		3205099	protein-coding			YP_177661.1	membrane protein	140	Rv2219A
NC_000962.3	2487615	2489051		plus	glutamine synthetase	glnA1	888383	protein-coding			NP_216736.1	glutamine synthetase	478	Rv2220
NC_000962.3	2489369	2492353		minus	[glutamate--ammonia-ligase] adenylyltransferase	glnE	887995	protein-coding			NP_216737.1	[glutamate--ammonia-ligase] adenylyltransferase	994	Rv2221c
NC_000962.3	2492402	2493742		minus	glutamine synthetase	glnA2	888238	protein-coding			NP_216738.1	glutamine synthetase	446	Rv2222c
NC_000962.3	2493837	2495399		minus	carboxylesterase B		888093	protein-coding			NP_216739.1	carboxylesterase B	520	Rv2223c
NC_000962.3	2495461	2497023		minus	carboxylesterase A	caeA	887857	protein-coding			NP_216740.1	carboxylesterase A	520	Rv2224c
NC_000962.3	2497225	2497446		minus	hypothetical protein		19394678	protein-coding			YP_009030036.1	hypothetical protein	73	Rv2224d
NC_000962.3	2497742	2498587		plus	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB	887440	protein-coding			NP_216741.1	3-methyl-2-oxobutanoate hydroxymethyltransferase	281	Rv2225
NC_000962.3	2498832	2500373		plus	hypothetical protein		888513	protein-coding			NP_216742.1	hypothetical protein	513	Rv2226
NC_000962.3	2500445	2500751		minus	Ribonuclease P RNA	rnpB	2700434	misc_RNA						Rvns01
NC_000962.3	2500931	2501632		plus	hypothetical protein		888581	protein-coding			NP_216743.1	hypothetical protein	233	Rv2227
NC_000962.3	2501644	2502738		minus	multifunctional RNASE H/alpha-ribazole phosphatase/acid phosphatase		888108	protein-coding			NP_216744.1	multifunctional RNASE H/alpha-ribazole phosphatase/acid phosphatase	364	Rv2228c
NC_000962.3	2502735	2503472		minus	hypothetical protein		888264	protein-coding			NP_216745.1	hypothetical protein	245	Rv2229c
NC_000962.3	2503469	2504608		minus	GTP cyclohydrolase		888231	protein-coding			NP_216746.1	GTP cyclohydrolase	379	Rv2230c
NC_000962.3	2504605	2505699		minus	aminotransferase	cobC	888337	protein-coding			NP_216747.1	aminotransferase	364	Rv2231c
NC_000962.3	2505736	2506161		minus	ribonuclease VapC16	vapC16	14515883	protein-coding			YP_007410917.1	ribonuclease VapC16	141	Rv2231A
NC_000962.3	2506207	2506383		minus	antitoxin VapB16	vapB16	14515901	protein-coding			YP_007410918.1	antitoxin VapB16	58	Rv2231B
NC_000962.3	2506278	2507153		plus	protein tyrosine kinase transcriptional regulator PtkA	ptkA	887597	protein-coding			NP_216748.2	protein tyrosine kinase transcriptional regulator PtkA	291	Rv2232
NC_000962.3	2507146	2507637		plus	protein-tyrosine-phosphatase	ptpA	887373	protein-coding			NP_216750.1	protein-tyrosine-phosphatase	163	Rv2234
NC_000962.3	2507637	2508452		plus	transmembrane protein		887606	protein-coding			NP_216751.1	transmembrane protein	271	Rv2235
NC_000962.3	2508434	2509375		minus	cobalamin biosynthesis transmembrane protein CobD	cobD	887513	protein-coding			NP_216752.1	cobalamin biosynthesis transmembrane protein CobD	313	Rv2236c
NC_000962.3	2509489	2510256		plus	hypothetical protein		887840	protein-coding			NP_216753.1	hypothetical protein	255	Rv2237
NC_000962.3	2510351	2510587		minus	hypothetical protein		14515864	protein-coding			YP_004837056.2	hypothetical protein	78	Rv2237A
NC_000962.3	2510598	2510669		minus	tRNA-Val	valV	2700452	tRNA						Rvnt23
NC_000962.3	2510715	2511176		minus	peroxiredoxin	ahpE	887871	protein-coding			NP_216754.1	peroxiredoxin	153	Rv2238c
NC_000962.3	2511176	2511652		minus	hypothetical protein		888451	protein-coding			NP_216755.1	hypothetical protein	158	Rv2239c
NC_000962.3	2511690	2512280		minus	hypothetical protein		888600	protein-coding			NP_216756.2	hypothetical protein	196	Rv2240c
NC_000962.3	2512539	2515244		plus	pyruvate dehydrogenase E1 component	aceE	887246	protein-coding			NP_216757.3	pyruvate dehydrogenase E1 component	901	Rv2241
NC_000962.3	2515304	2516548		plus	hypothetical protein		888624	protein-coding			NP_216758.1	hypothetical protein	414	Rv2242
NC_000962.3	2516787	2517695		plus	malonyl CoA-acyl carrier protein transacylase	fabD	888769	protein-coding			NP_216759.1	malonyl CoA-acyl carrier protein transacylase	302	Rv2243
NC_000962.3	2517032	2517134		minus	Putative small regulatory RNA	mcr16	14515885	ncRNA						RVnc0018
NC_000962.3	2517771	2518118		plus	meromycolate extension acyl carrier protein	acpM	888272	protein-coding			NP_216760.1	meromycolate extension acyl carrier protein	115	Rv2244
NC_000962.3	2518115	2519365		plus	3-oxoacyl-ACP synthase 1	kasA	887269	protein-coding			NP_216761.1	3-oxoacyl-ACP synthase 1	416	Rv2245
NC_000962.3	2519396	2520712		plus	3-oxoacyl-ACP synthase 2	kasB	887539	protein-coding			NP_216762.1	3-oxoacyl-ACP synthase 2	438	Rv2246
NC_000962.3	2520743	2522164		plus	acetyl-/propionyl-CoA carboxylase subunit beta	accD6	887671	protein-coding			NP_216763.1	acetyl-/propionyl-CoA carboxylase subunit beta	473	Rv2247
NC_000962.3	2522360	2523175		plus	hypothetical protein		888603	protein-coding			NP_216764.1	hypothetical protein	271	Rv2248
NC_000962.3	2523241	2524791		minus	glycerol-3-phosphate dehydrogenase	glpD1	887276	protein-coding			NP_216765.1	glycerol-3-phosphate dehydrogenase	516	Rv2249c
NC_000962.3	2524785	2525354		minus	HTH-type transcriptional regulator		888018	protein-coding			NP_216766.2	HTH-type transcriptional regulator	189	Rv2250c
NC_000962.3	2525565	2526992		plus	flavoprotein		888706	protein-coding			NP_216767.1	flavoprotein	475	Rv2251
NC_000962.3	2526989	2527918		plus	diacylglycerol kinase		888429	protein-coding			NP_216768.1	diacylglycerol kinase	309	Rv2252
NC_000962.3	2527984	2528487		plus	hypothetical protein		888287	protein-coding			NP_216769.1	hypothetical protein	167	Rv2253
NC_000962.3	2528520	2528975		minus	integral membrane protein		887182	protein-coding			NP_216770.1	integral membrane protein	151	Rv2254c
NC_000962.3	2528980	2529174		minus	hypothetical protein		885526	protein-coding			YP_009030037.1	hypothetical protein	64	Rv2256a
NC_000962.3	2529341	2529874		minus	hypothetical protein		885865	protein-coding			NP_216772.1	hypothetical protein	177	Rv2256c
NC_000962.3	2530004	2530822		minus	hypothetical protein		888069	protein-coding			NP_216773.1	hypothetical protein	272	Rv2257c
NC_000962.3	2530836	2531897		minus	transcriptional regulator		888755	protein-coding			NP_216774.1	transcriptional regulator	353	Rv2258c
NC_000962.3	2532245	2533330		plus	S-nitrosomycothiol reductase MscR	mscR	887215	protein-coding			NP_216775.1	S-nitrosomycothiol reductase MscR	361	Rv2259
NC_000962.3	2533330	2533965		plus	hypothetical protein		888490	protein-coding			NP_216776.1	hypothetical protein	211	Rv2260
NC_000962.3	2534042	2535552		minus	uncharacterized gene		887455	pseudogene						Rv2261c
NC_000962.3	2535641	2536594		plus	oxidoreductase		887788	protein-coding			NP_216779.1	oxidoreductase	317	Rv2263
NC_000962.3	2536572	2538350		minus	hypothetical protein		888040	protein-coding			NP_216780.1	hypothetical protein	592	Rv2264c
NC_000962.3	2538700	2539929		plus	integral membrane protein		887976	protein-coding			NP_216781.1	integral membrane protein	409	Rv2265
NC_000962.3	2540104	2541390		plus	cytochrome P450 Cyp124	cyp124	887763	protein-coding			NP_216782.1	cytochrome P450 Cyp124	428	Rv2266
NC_000962.3	2541644	2542810		minus	hypothetical protein		888487	protein-coding			NP_216783.1	hypothetical protein	388	Rv2267c
NC_000962.3	2542807	2544276		minus	cytochrome P450 Cyp128	cyp128	888025	protein-coding			NP_216784.1	cytochrome P450 Cyp128	489	Rv2268c
NC_000962.3	2544289	2544621		minus	hypothetical protein		887623	protein-coding			NP_216785.1	hypothetical protein	110	Rv2269c
NC_000962.3	2544698	2545225		plus	lipoprotein LppN	lppN	887448	protein-coding			NP_216786.1	lipoprotein LppN	175	Rv2270
NC_000962.3	2545332	2545631		plus	hypothetical protein		887223	protein-coding			NP_216787.1	hypothetical protein	99	Rv2271
NC_000962.3	2545737	2546105		plus	transmembrane protein		887459	protein-coding			NP_216788.1	transmembrane protein	122	Rv2272
NC_000962.3	2546102	2546431		plus	transmembrane protein		888440	protein-coding			NP_216789.1	transmembrane protein	109	Rv2273
NC_000962.3	2546488	2546805		minus	toxin MazF8	mazF8	888067	protein-coding			NP_216790.1	toxin MazF8	105	Rv2274c
NC_000962.3	2546839	2547087		minus	antitoxin MazE8	mazE8	14515891	protein-coding			YP_007410963.1	antitoxin MazE8	82	Rv2274A
NC_000962.3	2546883	2547752		plus	cyclo(L-tyrosyl-L-tyrosyl) synthase		888355	protein-coding			NP_216791.1	cyclo(L-tyrosyl-L-tyrosyl) synthase	289	Rv2275
NC_000962.3	2547749	2548939		plus	cytochrome P450 Cyp121	cyp121	888373	protein-coding			NP_216792.1	cytochrome P450 Cyp121	396	Rv2276
NC_000962.3	2549124	2550029		minus	glycerolphosphodiesterase		888498	protein-coding			NP_216793.1	glycerolphosphodiesterase	301	Rv2277c
NC_000962.3	2551560	2552939		plus	uncharacterized gene		887601	other						Rv2280
NC_000962.3	2553173	2554831		plus	phosphate permease	pitB	887257	protein-coding			NP_216797.1	phosphate permease	552	Rv2281
NC_000962.3	2554938	2555876		minus	LysR family HTH-type transcriptional regulator		887253	protein-coding			NP_216798.1	LysR family HTH-type transcriptional regulator	312	Rv2282c
NC_000962.3	2555941	2556135		plus	hypothetical protein		887644	protein-coding			NP_216799.1	hypothetical protein	64	Rv2283
NC_000962.3	2556145	2557440		plus	esterase LipM	lipM	887794	protein-coding			NP_216800.1	esterase LipM	431	Rv2284
NC_000962.3	2557473	2558810		plus	diacylglycerol acyltransferase		888632	protein-coding			NP_216801.1	diacylglycerol acyltransferase	445	Rv2285
NC_000962.3	2558877	2559569		minus	hypothetical protein		887395	protein-coding			NP_216802.1	hypothetical protein	230	Rv2286c
NC_000962.3	2559703	2561331		plus	Na(+)/H(+) transporter	yjcE	887570	protein-coding			NP_216803.1	Na(+)/H(+) transporter	542	Rv2287
